"","observation_num","age","workclass","fnlwgt","education","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income"
"7383",7383,39,"Private",177154,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",15024,0,50,"United-States",">50K"
"7384",7384,54,"Self-emp-not-inc",156800,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
"7385",7385,48,"Federal-gov",166634,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Wife","White","Female",7688,0,40,"United-States",">50K"
"7386",7386,31,"Private",221167,"Bachelors",13,"Widowed","Other-service","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
"7387",7387,41,"Private",169104,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,0,40,"?",">50K"
"7388",7388,26,"Private",157028,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,55,"United-States",">50K"
"7389",7389,37,"Private",188774,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,2824,40,"United-States",">50K"
"7390",7390,32,"?",119522,"Bachelors",13,"Divorced","?","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
"7391",7391,33,"Self-emp-not-inc",235271,"Bachelors",13,"Divorced","Sales","Not-in-family","White","Male",0,0,50,"United-States",">50K"
"7392",7392,47,"Private",359461,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"7393",7393,35,"Private",109351,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",8614,0,45,"United-States",">50K"
"7394",7394,62,"Self-emp-not-inc",75478,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
"7395",7395,38,"Private",100375,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,60,"United-States",">50K"
"7396",7396,33,"Private",231413,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
"7397",7397,39,"Local-gov",119421,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,42,"United-States","<=50K"
"7398",7398,35,"Self-emp-inc",187053,"Bachelors",13,"Separated","Prof-specialty","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
"7399",7399,48,"Local-gov",127921,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
"7400",7400,38,"Private",187983,"Prof-school",15,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United-States","<=50K"
"7401",7401,36,"Private",90159,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,32,"United-States",">50K"
"7402",7402,60,"Local-gov",48788,"Bachelors",13,"Separated","Prof-specialty","Unmarried","White","Female",5455,0,55,"United-States","<=50K"
"7403",7403,43,"Self-emp-inc",33729,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States",">50K"
"7404",7404,37,"Private",73471,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,47,"United-States",">50K"
"7405",7405,52,"Local-gov",298035,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
"7406",7406,49,"Private",166809,"Bachelors",13,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States",">50K"
"7407",7407,36,"State-gov",97136,"Bachelors",13,"Never-married","Prof-specialty","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"7408",7408,33,"Private",347623,"Masters",14,"Never-married","Exec-managerial","Unmarried","White","Male",0,0,40,"United-States","<=50K"
"7409",7409,45,"Private",266860,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
"7410",7410,47,"Private",158451,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,2,"United-States",">50K"
"7411",7411,43,"Self-emp-not-inc",116666,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","Other","Male",0,0,35,"United-States",">50K"
"7412",7412,63,"Local-gov",214143,"Bachelors",13,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"Cuba","<=50K"
"7413",7413,27,"Private",115945,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K"
"7414",7414,49,"Local-gov",170846,"Masters",14,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"7415",7415,29,"Private",233168,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,46,"United-States",">50K"
"7416",7416,25,"Private",141876,"Masters",14,"Never-married","Prof-specialty","Unmarried","White","Male",0,0,45,"?","<=50K"
"7417",7417,40,"Private",247469,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,30,"United-States",">50K"
"7418",7418,51,"Private",673764,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",27828,0,40,"United-States",">50K"
"7419",7419,38,"Private",91039,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,65,"United-States",">50K"
"7420",7420,64,"?",267198,"Prof-school",15,"Married-civ-spouse","?","Husband","White","Male",0,0,16,"United-States","<=50K"
"7421",7421,35,"Private",475324,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States","<=50K"
"7422",7422,33,"Private",547886,"Bachelors",13,"Separated","Exec-managerial","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"7423",7423,43,"Private",96421,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,24,"Outlying-US(Guam-USVI-etc)","<=50K"
"7424",7424,50,"Local-gov",234143,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,45,"United-States",">50K"
"7425",7425,55,"Local-gov",176046,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,2267,40,"United-States","<=50K"
"7426",7426,47,"Self-emp-not-inc",355978,"Doctorate",16,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,2002,45,"United-States","<=50K"
"7427",7427,44,"Private",107218,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,40,"United-States","<=50K"
"7428",7428,49,"Private",121602,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
"7429",7429,62,"Private",244087,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,50,"United-States",">50K"
"7430",7430,69,"Private",361561,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,3,"United-States","<=50K"
"7431",7431,23,"Private",215115,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"7432",7432,37,"State-gov",74163,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"7433",7433,48,"Private",332465,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United-States","<=50K"
"7434",7434,55,"Private",368797,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,60,"United-States",">50K"
"7435",7435,35,"Self-emp-not-inc",241998,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
"7436",7436,53,"Private",312446,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K"
"7437",7437,36,"Private",172538,"Masters",14,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"United-States","<=50K"
"7438",7438,44,"Federal-gov",308027,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
"7439",7439,45,"Self-emp-not-inc",149218,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,77,"United-States","<=50K"
"7440",7440,45,"Local-gov",61885,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,37,"United-States",">50K"
"7441",7441,27,"State-gov",291196,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
"7442",7442,54,"Self-emp-inc",223752,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,40,"?",">50K"
"7443",7443,31,"State-gov",193565,"Masters",14,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"7444",7444,44,"Private",456236,"Masters",14,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
"7445",7445,28,"Local-gov",419740,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,52,"United-States","<=50K"
"7446",7446,30,"Private",55481,"Masters",14,"Never-married","Tech-support","Unmarried","White","Male",0,0,45,"Nicaragua","<=50K"
"7447",7447,43,"State-gov",24763,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,45,"United-States",">50K"
"7448",7448,28,"Self-emp-not-inc",35032,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
"7449",7449,51,"Private",392668,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,84,"United-States",">50K"
"7450",7450,35,"Private",108140,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"7451",7451,38,"State-gov",112497,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,60,"United-States","<=50K"
"7452",7452,46,"Private",52291,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",7688,0,45,"United-States",">50K"
"7453",7453,40,"Local-gov",303212,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"7454",7454,40,"Private",25005,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,99,"United-States",">50K"
"7455",7455,22,"Private",197583,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
"7456",7456,35,"Self-emp-inc",185621,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,60,"United-States",">50K"
"7457",7457,29,"Private",211482,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
"7458",7458,56,"Federal-gov",187873,"Masters",14,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"7459",7459,42,"Private",192569,"Prof-school",15,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,39,"United-States",">50K"
"7460",7460,31,"Local-gov",158291,"Bachelors",13,"Never-married","Craft-repair","Not-in-family","White","Male",8614,0,40,"United-States",">50K"
"7461",7461,38,"Local-gov",287658,"Masters",14,"Divorced","Prof-specialty","Not-in-family","Black","Male",0,0,40,"Jamaica","<=50K"
"7462",7462,36,"Private",218689,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,1977,50,"United-States",">50K"
"7463",7463,32,"Private",167990,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Male",14084,0,40,"United-States",">50K"
"7464",7464,42,"Private",261929,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,40,"United-States",">50K"
"7465",7465,36,"Private",33394,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,35,"United-States",">50K"
"7466",7466,26,"Private",340335,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"7467",7467,59,"State-gov",261584,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","Black","Female",0,0,40,"Outlying-US(Guam-USVI-etc)","<=50K"
"7468",7468,45,"Private",481987,"Masters",14,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,18,"United-States",">50K"
"7469",7469,41,"Private",168293,"Masters",14,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,45,"United-States","<=50K"
"7470",7470,57,"Private",49893,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
"7471",7471,57,"Federal-gov",310320,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,48,"United-States",">50K"
"7472",7472,55,"Private",359972,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,40,"United-States",">50K"
"7473",7473,56,"Private",125000,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
"7474",7474,46,"Private",213140,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"?",">50K"
"7475",7475,41,"Federal-gov",219155,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"India",">50K"
"7476",7476,31,"State-gov",373432,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",7298,0,55,"United-States",">50K"
"7477",7477,30,"Private",426431,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",10520,0,40,"United-States",">50K"
"7478",7478,34,"Private",84154,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
"7479",7479,54,"Self-emp-not-inc",230951,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"7480",7480,50,"Private",135465,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
"7481",7481,22,"Private",210781,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,35,"United-States","<=50K"
"7482",7482,48,"Private",119471,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,"India",">50K"
"7483",7483,56,"Private",158752,"Masters",14,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,50,"United-States","<=50K"
"7484",7484,24,"Private",330571,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States","<=50K"
"7485",7485,28,"Private",209205,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,60,"United-States",">50K"
"7486",7486,74,"Self-emp-not-inc",292915,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1825,12,"United-States",">50K"
"7487",7487,51,"State-gov",172281,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,35,"United-States",">50K"
"7488",7488,64,"Private",153894,"Bachelors",13,"Never-married","Sales","Unmarried","White","Female",0,0,40,"Peru","<=50K"
"7489",7489,32,"Private",318647,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,48,"United-States",">50K"
"7490",7490,32,"Private",154950,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"7491",7491,38,"Private",187870,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,2415,90,"United-States",">50K"
"7492",7492,59,"Local-gov",303455,"Masters",14,"Widowed","Prof-specialty","Unmarried","White","Female",4787,0,60,"United-States",">50K"
"7493",7493,55,"Private",227856,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,60,"United-States",">50K"
"7494",7494,55,"Private",156430,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"7495",7495,38,"Private",108140,"Bachelors",13,"Divorced","Tech-support","Other-relative","White","Male",0,0,40,"United-States","<=50K"
"7496",7496,64,"Local-gov",116620,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,25,"United-States","<=50K"
"7497",7497,44,"Private",147265,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"7498",7498,34,"Private",106761,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States",">50K"
"7499",7499,50,"Self-emp-inc",190333,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,55,"United-States",">50K"
"7500",7500,49,"Local-gov",298445,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1977,60,"United-States",">50K"
"7501",7501,51,"Private",154342,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",7688,0,45,"United-States",">50K"
"7502",7502,43,"Private",214781,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States","<=50K"
"7503",7503,22,"Private",194630,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
"7504",7504,23,"Private",239375,"Bachelors",13,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
"7505",7505,32,"Self-emp-not-inc",182926,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"7506",7506,59,"Private",322691,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
"7507",7507,41,"State-gov",100800,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
"7508",7508,29,"Private",375482,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,50,"England","<=50K"
"7509",7509,31,"Private",183000,"Prof-school",15,"Never-married","Tech-support","Not-in-family","White","Male",0,0,55,"United-States","<=50K"
"7510",7510,34,"Private",28053,"Bachelors",13,"Married-spouse-absent","Adm-clerical","Not-in-family","White","Female",0,0,25,"United-States","<=50K"
"7511",7511,24,"Private",154422,"Bachelors",13,"Never-married","Exec-managerial","Own-child","Asian-Pac-Islander","Female",0,0,40,"Philippines","<=50K"
"7512",7512,60,"?",141580,"Masters",14,"Married-civ-spouse","?","Husband","White","Male",0,0,40,"United-States","<=50K"
"7513",7513,29,"Private",201022,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,50,"United-States",">50K"
"7514",7514,28,"Private",213152,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"?",">50K"
"7515",7515,55,"Private",89690,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States",">50K"
"7516",7516,33,"Private",196898,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"7517",7517,24,"Private",174043,"Bachelors",13,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"7518",7518,33,"State-gov",119628,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,50,"Hong","<=50K"
"7519",7519,50,"Private",175804,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
"7520",7520,45,"Private",257609,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"7521",7521,23,"Private",250630,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"7522",7522,39,"Self-emp-not-inc",191342,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,50,"South","<=50K"
"7523",7523,42,"State-gov",121265,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"7524",7524,41,"Local-gov",184466,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,38,"United-States",">50K"
"7525",7525,22,"Local-gov",121144,"Bachelors",13,"Never-married","Prof-specialty","Own-child","Black","Female",0,0,18,"United-States","<=50K"
"7526",7526,38,"Private",108140,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
"7527",7527,55,"Local-gov",104917,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,0,40,"United-States",">50K"
"7528",7528,37,"Local-gov",44694,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,45,"United-States",">50K"
"7529",7529,31,"Private",168906,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,50,"United-States",">50K"
"7530",7530,32,"State-gov",147215,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,55,"United-States",">50K"
"7531",7531,48,"Private",131309,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K"
"7532",7532,51,"Private",84278,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States",">50K"
"7533",7533,57,"Private",186386,"Bachelors",13,"Widowed","Prof-specialty","Unmarried","White","Male",10520,0,40,"United-States",">50K"
"7534",7534,56,"Self-emp-inc",75214,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,32,"United-States",">50K"
"7535",7535,45,"Self-emp-inc",188330,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States","<=50K"
"7536",7536,38,"Private",333651,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,70,"United-States",">50K"
"7537",7537,54,"Private",172962,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Male",0,1340,40,"United-States","<=50K"
"7538",7538,35,"Federal-gov",128608,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States","<=50K"
"7539",7539,28,"Private",34532,"Bachelors",13,"Never-married","Tech-support","Not-in-family","Black","Male",0,0,30,"Jamaica","<=50K"
"7540",7540,43,"Local-gov",125461,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"7541",7541,38,"Private",165848,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,44,"United-States","<=50K"
"7542",7542,33,"Self-emp-not-inc",99761,"Bachelors",13,"Never-married","Other-service","Not-in-family","White","Female",0,0,15,"United-States","<=50K"
"7543",7543,29,"State-gov",201556,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
"7544",7544,44,"Private",215304,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K"
"7545",7545,25,"Private",185952,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
"7546",7546,46,"Private",295334,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
"7547",7547,43,"Federal-gov",25005,"Masters",14,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",5013,0,12,"United-States","<=50K"
"7548",7548,49,"Private",175622,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
"7549",7549,34,"Local-gov",93886,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,46,"United-States",">50K"
"7550",7550,40,"Private",104892,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States","<=50K"
"7551",7551,57,"Private",204816,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
"7552",7552,29,"Private",134566,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,20,"United-States","<=50K"
"7553",7553,28,"Federal-gov",163862,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",5178,0,40,"United-States",">50K"
"7554",7554,45,"Private",172274,"Doctorate",16,"Divorced","Prof-specialty","Unmarried","Black","Female",0,3004,35,"United-States",">50K"
"7555",7555,47,"Private",102308,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
"7556",7556,43,"Self-emp-not-inc",118261,"Masters",14,"Divorced","Other-service","Unmarried","White","Female",0,0,30,"United-States","<=50K"
"7557",7557,30,"Private",316471,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
"7558",7558,36,"Private",186865,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
"7559",7559,43,"Private",260696,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"7560",7560,40,"Private",223277,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,50,"United-States",">50K"
"7561",7561,47,"Private",46044,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
"7562",7562,45,"State-gov",32186,"Bachelors",13,"Separated","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"7563",7563,29,"Private",444304,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"7564",7564,43,"Private",342567,"Bachelors",13,"Married-spouse-absent","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"7565",7565,34,"Private",178841,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States",">50K"
"7566",7566,42,"Local-gov",191149,"Masters",14,"Never-married","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"7567",7567,28,"Private",183155,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States","<=50K"
"7568",7568,42,"Private",153414,"Bachelors",13,"Married-civ-spouse","Sales","Husband","Black","Male",0,0,40,"United-States",">50K"
"7569",7569,52,"Federal-gov",30731,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K"
"7570",7570,46,"Self-emp-inc",112320,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
"7571",7571,32,"Local-gov",100135,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,35,"United-States",">50K"
"7572",7572,29,"Private",179565,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"7573",7573,35,"Private",64922,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,50,"United-States",">50K"
"7574",7574,65,"?",115513,"Bachelors",13,"Married-civ-spouse","?","Husband","White","Male",5556,0,48,"United-States",">50K"
"7575",7575,60,"Private",162347,"Prof-school",15,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,40,"United-States",">50K"
"7576",7576,25,"State-gov",176077,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,37,"United-States","<=50K"
"7577",7577,47,"Private",168232,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",7298,0,40,"United-States",">50K"
"7578",7578,38,"Self-emp-not-inc",67317,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","<=50K"
"7579",7579,23,"Private",62339,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"United-States","<=50K"
"7580",7580,23,"Local-gov",157331,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"7581",7581,45,"Private",341762,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,65,"United-States",">50K"
"7582",7582,30,"Private",164190,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,42,"United-States","<=50K"
